incident_id,incident_date,incident_time,hour,day_of_week,month,year,province,precinct,latitude,longitude,crime_category,crime_subcategory,attack_pattern,weapon_used,suspect_count,victim_age,victim_gender,property_lost,property_recovered,arrest_made,clearance_rate_days,gang_related,repeat_location
SAPS-2023-015314,2023-07-27,16:04:00,16,Thursday,7,2023,Western Cape,Bellville,-33.76323289946735,18.46658092158504,Violent Crime,Murder,Domestic violence,Blunt object,5,31,M,68035.89,19551.34,0,,1,0
SAPS-2022-015315,2022-01-07,19:40:00,19,Friday,1,2022,Gauteng,Jeppe,-25.799846421263425,28.135910860966703,Sexual Offenses,Rape,Standard Rape,Knife,3,26,M,0.0,0.0,0,,0,1
SAPS-2023-015316,2023-05-19,16:38:00,16,Friday,5,2023,Gauteng,Pretoria Central,-26.382843916880297,28.12263935270261,Robbery,House robbery,Home invasion - day,Firearm,3,62,M,43.1,11.83,0,,0,0
SAPS-2024-015317,2024-08-02,23:55:00,23,Friday,8,2024,Eastern Cape,Port Elizabeth,-32.94929732201891,27.297208126511812,Robbery,Business robbery,Standard Business robbery,Other,2,26,M,0.0,0.0,0,,0,0
SAPS-2023-015318,2023-07-12,19:38:00,19,Wednesday,7,2023,North West,Mahikeng,-25.738246727030194,25.30190957482329,Contact Crime,Robbery with firearm,Standard Robbery with firearm,Blunt object,2,46,F,14441.69,1060.18,1,31.3,0,0
SAPS-2022-015319,2022-07-23,18:26:00,18,Saturday,7,2022,Eastern Cape,East London,-33.418314854413396,26.08918443842174,Violent Crime,Attempted murder,Standard Attempted murder,Knife,2,39,M,41018.7,8307.08,0,,0,0
SAPS-2024-015320,2024-10-02,08:14:00,8,Wednesday,10,2024,Western Cape,Khayelitsha,-33.70669357165785,18.212944265843788,Contact Crime,Common assault,Standard Common assault,Knife,2,54,M,0.0,0.0,0,,0,0
SAPS-2024-015321,2024-11-13,19:57:00,19,Wednesday,11,2024,Eastern Cape,Mdantsane,-32.827107760427126,26.717027467681955,Sexual Offenses,Sexual assault,Standard Sexual assault,Knife,1,26,F,0.0,0.0,0,,0,0
SAPS-2024-015322,2024-04-19,17:15:00,17,Friday,4,2024,Gauteng,Jeppe,-25.853421719542183,27.71828588977074,Property Crime,Theft of motor vehicle,Standard Theft of motor vehicle,Knife,3,31,M,39759.55,3239.63,0,,0,0
SAPS-2022-015323,2022-09-24,14:11:00,14,Saturday,9,2022,Eastern Cape,Port Elizabeth,-33.27328265420015,26.361284164347648,Violent Crime,Kidnapping,Kidnapping - ATM forced,Other,8,35,M,0.0,0.0,0,,1,0
SAPS-2024-015324,2024-02-05,15:02:00,15,Monday,2,2024,KwaZulu-Natal,Phoenix,-29.952071096466522,30.574613209018942,Contact Crime,Common assault,Standard Common assault,No weapon,2,49,F,0.0,0.0,1,42.1,0,0
SAPS-2024-015325,2024-04-14,21:09:00,21,Sunday,4,2024,KwaZulu-Natal,Pietermaritzburg,-29.95582027325695,31.072979171306258,Violent Crime,Attempted murder,Standard Attempted murder,Firearm,1,49,F,0.0,0.0,0,,0,1
SAPS-2023-015326,2023-11-11,22:34:00,22,Saturday,11,2023,Gauteng,Jeppe,-26.102258143102105,27.793616780657274,Sexual Offenses,Sexual assault,Standard Sexual assault,No weapon,1,53,F,0.0,0.0,1,6.7,0,0
SAPS-2022-015327,2022-01-04,03:11:00,3,Tuesday,1,2022,Western Cape,Mitchells Plain,-34.04209031017435,18.324369983509445,Violent Crime,Kidnapping,Kidnapping - ATM forced,Firearm,3,47,M,21480.3,2119.77,1,8.6,0,0
SAPS-2022-015328,2022-06-12,09:49:00,9,Sunday,6,2022,KwaZulu-Natal,Inanda,-29.794247332339033,30.70305806919997,Contact Crime,Common assault,Standard Common assault,Firearm,3,49,M,63770.87,9720.27,1,26.3,0,0
SAPS-2022-015329,2022-03-20,12:57:00,12,Sunday,3,2022,Western Cape,Bellville,-33.85097697885033,18.27435950759236,Robbery,House robbery,Home invasion - night,Other,1,63,F,0.0,0.0,1,88.1,0,0
SAPS-2022-015330,2022-07-03,20:10:00,20,Sunday,7,2022,Mpumalanga,Middelburg,-25.051757915419152,29.179637880254564,Property Crime,Housebreaking,Standard Housebreaking,No weapon,4,39,F,52715.9,2318.66,0,,1,0
SAPS-2024-015331,2024-01-04,18:21:00,18,Thursday,1,2024,Gauteng,Soweto,-25.556539285720124,28.333294971520406,Sexual Offenses,Rape,Standard Rape,Firearm,1,62,M,53577.36,484.53,0,,0,0
SAPS-2023-015332,2023-01-03,18:14:00,18,Tuesday,1,2023,Gauteng,Jeppe,-25.81928787938662,28.412301655565482,Contact Crime,Common assault,Standard Common assault,Firearm,8,35,F,0.0,0.0,0,,1,0
SAPS-2022-015333,2022-12-21,20:09:00,20,Wednesday,12,2022,KwaZulu-Natal,Inanda,-29.93039060324131,30.676314774186917,Sexual Offenses,Sexual assault,Standard Sexual assault,Firearm,3,42,F,91166.73,5362.52,0,,0,0
SAPS-2024-015334,2024-09-15,13:59:00,13,Sunday,9,2024,Gauteng,Roodepoort,-26.247847407941183,27.74481152676589,Robbery,Business robbery,Standard Business robbery,Firearm,5,40,F,73231.49,13434.4,0,,1,0
SAPS-2022-015335,2022-03-04,20:30:00,20,Friday,3,2022,Gauteng,Hillbrow,-26.18915172907284,28.075630898273094,Contact Crime,Robbery with firearm,Standard Robbery with firearm,Firearm,2,25,M,75752.55,1750.52,0,,0,1
SAPS-2022-015336,2022-08-21,21:59:00,21,Sunday,8,2022,Free State,Bethlehem,-28.957741083042343,25.95568148759994,Contact Crime,Robbery with firearm,Standard Robbery with firearm,Blunt object,1,24,F,25374.74,686.04,1,36.0,0,0
SAPS-2022-015337,2022-11-28,15:03:00,15,Monday,11,2022,Western Cape,Cape Town Central,-34.076807436053706,18.56397790883163,Property Crime,Theft of motor vehicle,Standard Theft of motor vehicle,Firearm,4,32,F,96276.68,21829.1,0,,1,0
SAPS-2023-015338,2023-01-25,23:30:00,23,Wednesday,1,2023,KwaZulu-Natal,Chatsworth,-29.50741533447423,31.01765461218337,Contact Crime,Robbery with firearm,Standard Robbery with firearm,Firearm,3,43,M,0.0,0.0,0,,1,0
SAPS-2023-015339,2023-09-22,18:28:00,18,Friday,9,2023,Western Cape,Bellville,-33.987157380440784,18.42094612708707,Contact Crime,Robbery with firearm,Standard Robbery with firearm,No weapon,2,69,F,60484.03,15296.91,0,,0,0
SAPS-2024-015340,2024-09-06,15:53:00,15,Friday,9,2024,KwaZulu-Natal,Durban Central,-29.60752539056007,30.571980931650728,Robbery,Street robbery,Standard Street robbery,Firearm,3,23,M,0.0,0.0,0,,0,0
SAPS-2022-015341,2022-11-07,19:28:00,19,Monday,11,2022,Gauteng,Pretoria Central,-25.54022948553988,27.917917885988047,Sexual Offenses,Rape,Standard Rape,Other,2,29,F,14057.54,1449.27,0,,1,1
SAPS-2024-015342,2024-08-22,21:08:00,21,Thursday,8,2024,North West,Potchefstroom,-26.872598548349774,26.948136232799403,Robbery,House robbery,Home invasion - day,Firearm,1,46,F,0.0,0.0,0,,0,0
SAPS-2024-015343,2024-06-10,20:40:00,20,Monday,6,2024,KwaZulu-Natal,Pietermaritzburg,-29.5320605683784,31.14193413976572,Violent Crime,Murder,Domestic violence,Knife,1,68,F,4982.7,461.96,1,2.9,0,0
SAPS-2022-015344,2022-10-08,14:13:00,14,Saturday,10,2022,Western Cape,Bellville,-34.1907463125748,18.649120985723943,Contact Crime,Robbery with firearm,Standard Robbery with firearm,Firearm,3,63,F,67457.76,6805.35,0,,1,1
SAPS-2024-015345,2024-11-25,06:06:00,6,Monday,11,2024,Western Cape,Mitchells Plain,-34.032221299979,18.432968138512557,Violent Crime,Assault GBH,Standard Assault GBH,Knife,3,61,M,0.0,0.0,0,,0,1
SAPS-2022-015346,2022-07-31,14:17:00,14,Sunday,7,2022,Gauteng,Sandton,-26.341257871022613,28.0234580838649,Violent Crime,Assault GBH,Standard Assault GBH,Firearm,3,36,F,0.0,0.0,0,,0,0
SAPS-2024-015347,2024-11-26,08:55:00,8,Tuesday,11,2024,Gauteng,Hillbrow,-25.755447403796232,27.77301111809307,Violent Crime,Murder,Taxi violence,Blunt object,1,48,F,0.0,0.0,0,,0,0
SAPS-2024-015348,2024-09-11,21:39:00,21,Wednesday,9,2024,Western Cape,Cape Town Central,-33.730633545978314,18.316842113601773,Robbery,Business robbery,Standard Business robbery,Other,3,65,F,89726.52,19073.03,1,80.3,0,1
SAPS-2023-015349,2023-06-23,22:38:00,22,Friday,6,2023,Eastern Cape,East London,-33.433737659405566,26.788727746699802,Sexual Offenses,Rape,Standard Rape,Firearm,2,59,F,0.0,0.0,1,17.0,0,0
SAPS-2022-015350,2022-07-14,23:58:00,23,Thursday,7,2022,Gauteng,Pretoria Central,-25.650681268119953,28.453132859307512,Robbery,Carjacking,Hijacking - traffic light,Firearm,2,51,M,0.0,0.0,0,,0,0
SAPS-2022-015351,2022-02-21,07:51:00,7,Monday,2,2022,Limpopo,Polokwane,-22.849243484225223,29.399300023012145,Property Crime,Theft of motor vehicle,Standard Theft of motor vehicle,Knife,2,66,M,53013.85,6487.17,0,,0,0
SAPS-2024-015352,2024-05-30,21:14:00,21,Thursday,5,2024,Mpumalanga,Ermelo,-25.02233881519627,30.838871752057685,Sexual Offenses,Sexual assault,Standard Sexual assault,Blunt object,1,64,F,77441.17,4845.97,1,16.8,0,0
SAPS-2022-015353,2022-06-10,18:30:00,18,Friday,6,2022,Gauteng,Soweto,-26.33683257723755,28.058785826915326,Contact Crime,Common assault,Standard Common assault,Other,1,49,F,38970.55,3203.79,1,39.0,0,0
SAPS-2023-015354,2023-08-25,19:01:00,19,Friday,8,2023,KwaZulu-Natal,Inanda,-29.72224128703451,30.94253477812947,Sexual Offenses,Sexual assault,Standard Sexual assault,Other,3,41,F,54682.47,2795.73,0,,0,0
SAPS-2024-015355,2024-07-29,22:08:00,22,Monday,7,2024,Gauteng,Soweto,-25.515718669740313,27.55962223718022,Violent Crime,Kidnapping,Kidnapping - banking transfer,Firearm,3,61,F,30669.36,8282.12,0,,0,0
SAPS-2023-015356,2023-04-20,07:51:00,7,Thursday,4,2023,Gauteng,Sandton,-25.872791091556415,27.70530362267881,Contact Crime,Robbery with firearm,Standard Robbery with firearm,Other,6,19,F,24330.61,1690.67,0,,1,0
SAPS-2022-015357,2022-12-09,11:25:00,11,Friday,12,2022,Eastern Cape,East London,-32.97266879526904,27.05948154357504,Robbery,Carjacking,Hijacking - fake accident,No weapon,2,31,F,65507.61,9049.88,1,64.4,0,0
SAPS-2023-015358,2023-12-28,19:24:00,19,Thursday,12,2023,KwaZulu-Natal,Inanda,-29.876636598415725,30.893359546483147,Property Crime,Housebreaking,Standard Housebreaking,Other,1,49,M,31011.44,64.96,0,,0,0
SAPS-2023-015359,2023-11-25,08:39:00,8,Saturday,11,2023,Gauteng,Sandton,-25.5492319257196,28.26148073772031,Robbery,House robbery,Home invasion - night,Firearm,1,21,F,0.0,0.0,1,21.4,0,0
SAPS-2023-015360,2023-12-17,20:00:00,20,Sunday,12,2023,Eastern Cape,Gqeberha,-32.92727681548816,25.943994775613433,Sexual Offenses,Rape,Standard Rape,No weapon,1,46,M,0.0,0.0,1,58.9,0,0
SAPS-2024-015361,2024-06-01,16:46:00,16,Saturday,6,2024,Western Cape,Khayelitsha,-33.98734728126121,18.664436791429953,Violent Crime,Assault GBH,Standard Assault GBH,No weapon,2,48,M,1108.39,235.7,1,41.3,0,0
SAPS-2024-015362,2024-05-12,19:47:00,19,Sunday,5,2024,Gauteng,Pretoria Central,-25.679456921890022,27.7446061981424,Violent Crime,Murder,Argument escalation,Other,3,23,F,54320.46,16055.32,1,1.5,0,0
SAPS-2023-015363,2023-08-31,21:42:00,21,Thursday,8,2023,Gauteng,Hillbrow,-25.837939789582983,27.5950029921234,Robbery,Carjacking,Hijacking - traffic light,Other,1,23,F,89743.66,15584.07,0,,0,0
SAPS-2024-015364,2024-06-29,06:17:00,6,Saturday,6,2024,Limpopo,Modimolle,-23.965181538824304,30.097347846866043,Robbery,Street robbery,Standard Street robbery,Knife,3,39,F,37599.22,6492.7,0,,0,0
SAPS-2024-015365,2024-01-28,06:38:00,6,Sunday,1,2024,Gauteng,Hillbrow,-26.27562014571957,27.578912031242133,Property Crime,Housebreaking,Standard Housebreaking,Firearm,1,18,M,749.98,118.35,0,,0,0
SAPS-2022-015366,2022-01-13,10:29:00,10,Thursday,1,2022,Western Cape,Cape Town Central,-33.835085843552385,18.498784753018786,Sexual Offenses,Sexual assault,Standard Sexual assault,Blunt object,1,48,M,77179.53,9801.55,0,,0,0
SAPS-2022-015367,2022-01-21,20:32:00,20,Friday,1,2022,Mpumalanga,Ermelo,-25.203722989041548,30.327888479361114,Property Crime,Theft of motor vehicle,Standard Theft of motor vehicle,Firearm,8,61,M,0.0,0.0,0,,1,0
SAPS-2022-015368,2022-05-02,08:23:00,8,Monday,5,2022,Gauteng,Roodepoort,-25.77019506008451,27.8073605812959,Contact Crime,Robbery with firearm,Standard Robbery with firearm,Blunt object,3,32,M,87035.33,22915.24,1,64.7,1,0
SAPS-2022-015369,2022-05-09,17:40:00,17,Monday,5,2022,Free State,Kroonstad,-28.605086261475144,26.502187230238153,Robbery,Carjacking,Hijacking - traffic light,Firearm,3,20,F,0.0,0.0,0,,0,0
SAPS-2023-015370,2023-10-25,14:31:00,14,Wednesday,10,2023,Western Cape,Bellville,-34.09995892980096,18.689247269379212,Contact Crime,Robbery with firearm,Standard Robbery with firearm,Knife,4,18,F,0.0,0.0,0,,1,0
SAPS-2022-015371,2022-05-13,22:11:00,22,Friday,5,2022,Gauteng,Hillbrow,-25.977079831025762,27.72698993234776,Contact Crime,Common assault,Standard Common assault,Other,3,40,M,15696.85,1940.62,0,,0,0
SAPS-2022-015372,2022-09-25,21:32:00,21,Sunday,9,2022,KwaZulu-Natal,Chatsworth,-29.687415883835047,31.445035735083618,Contact Crime,Robbery with firearm,Standard Robbery with firearm,Firearm,2,58,M,44511.89,6936.13,0,,0,0
SAPS-2023-015373,2023-09-14,19:40:00,19,Thursday,9,2023,North West,Rustenburg,-27.33581054681845,25.218690414627005,Contact Crime,Robbery with firearm,Standard Robbery with firearm,Other,2,30,F,0.0,0.0,0,,0,0
SAPS-2022-015374,2022-12-16,18:27:00,18,Friday,12,2022,Gauteng,Hillbrow,-25.65616085313666,27.609593774566875,Robbery,Business robbery,Standard Business robbery,Knife,1,64,M,65257.74,12541.37,1,82.2,0,1
SAPS-2023-015375,2023-09-06,15:03:00,15,Wednesday,9,2023,KwaZulu-Natal,Durban Central,-29.980312315323506,30.847930581046473,Violent Crime,Attempted murder,Standard Attempted murder,Knife,3,22,M,46307.87,2109.96,1,26.6,0,0
SAPS-2022-015376,2022-07-06,06:20:00,6,Wednesday,7,2022,Gauteng,Soweto,-26.0332941150784,28.06944443669069,Sexual Offenses,Rape,Standard Rape,No weapon,6,42,F,0.0,0.0,1,5.5,1,0
SAPS-2024-015377,2024-06-23,04:06:00,4,Sunday,6,2024,Gauteng,Sandton,-25.99269976743575,28.413184562658113,Sexual Offenses,Rape,Standard Rape,Other,2,20,F,78821.52,22263.56,1,27.6,0,0
SAPS-2022-015378,2022-01-31,23:41:00,23,Monday,1,2022,Western Cape,Nyanga,-33.815665949804185,18.790286153517027,Contact Crime,Robbery with firearm,Standard Robbery with firearm,Blunt object,8,19,M,0.0,0.0,0,,1,0
SAPS-2023-015379,2023-11-09,07:24:00,7,Thursday,11,2023,Eastern Cape,East London,-33.023544576774675,25.668659219678357,Property Crime,Theft out of motor vehicle,Standard Theft out of motor vehicle,Firearm,2,68,F,0.0,0.0,0,,0,0
SAPS-2023-015380,2023-11-10,17:06:00,17,Friday,11,2023,KwaZulu-Natal,Inanda,-29.522234678528562,30.504113161589096,Robbery,Carjacking,Hijacking - driveway,Other,7,51,M,0.0,0.0,0,,1,0
SAPS-2023-015381,2023-03-13,19:27:00,19,Monday,3,2023,Gauteng,Roodepoort,-25.723903986160952,27.531282030771678,Robbery,Business robbery,Standard Business robbery,No weapon,3,26,M,49132.91,14187.31,0,,0,0
SAPS-2024-015382,2024-02-20,23:03:00,23,Tuesday,2,2024,Gauteng,Roodepoort,-25.73878580934836,28.437938939848053,Property Crime,Theft of motor vehicle,Standard Theft of motor vehicle,Knife,1,54,F,69422.84,20120.3,0,,0,0
SAPS-2024-015383,2024-08-09,21:24:00,21,Friday,8,2024,Western Cape,Mitchells Plain,-34.00536985133448,18.34457891073183,Property Crime,Theft of motor vehicle,Standard Theft of motor vehicle,Knife,3,70,F,91519.34,9001.35,0,,0,0
SAPS-2023-015384,2023-09-12,19:46:00,19,Tuesday,9,2023,Free State,Kroonstad,-28.660581271232253,26.22929411037551,Sexual Offenses,Sexual assault,Standard Sexual assault,Firearm,2,52,F,57354.62,13681.45,1,68.5,0,0
SAPS-2024-015385,2024-03-06,16:16:00,16,Wednesday,3,2024,Western Cape,Mitchells Plain,-34.11455648212161,18.60375417839583,Property Crime,Theft out of motor vehicle,Standard Theft out of motor vehicle,Knife,2,63,F,55414.49,10503.08,0,,0,0
SAPS-2022-015386,2022-09-17,20:36:00,20,Saturday,9,2022,Western Cape,Cape Town Central,-34.015823821255815,18.393865695441956,Contact Crime,Common assault,Standard Common assault,No weapon,2,29,M,70968.12,17779.15,0,,0,0
SAPS-2024-015387,2024-03-01,21:06:00,21,Friday,3,2024,Gauteng,Jeppe,-26.038714423743542,28.04258750243975,Contact Crime,Common assault,Standard Common assault,Blunt object,3,66,M,31713.33,8746.93,1,25.9,0,0
SAPS-2022-015388,2022-08-09,16:45:00,16,Tuesday,8,2022,KwaZulu-Natal,Inanda,-29.929034868870602,31.207763363796843,Robbery,Carjacking,Hijacking - driveway,No weapon,1,33,M,0.0,0.0,1,57.9,0,0
SAPS-2022-015389,2022-12-31,22:02:00,22,Saturday,12,2022,KwaZulu-Natal,Phoenix,-29.55852645004734,30.777986916201183,Violent Crime,Murder,Gang-related shooting,Blunt object,3,43,F,0.0,0.0,0,,0,1
SAPS-2023-015390,2023-05-23,19:32:00,19,Tuesday,5,2023,KwaZulu-Natal,Inanda,-29.90980454908526,31.260505423719064,Robbery,Carjacking,Hijacking - driveway,Blunt object,3,61,M,72266.6,12563.64,0,,0,0
SAPS-2022-015391,2022-05-08,10:25:00,10,Sunday,5,2022,Western Cape,Khayelitsha,-34.10822913811718,18.224753096217775,Property Crime,Theft out of motor vehicle,Standard Theft out of motor vehicle,Other,3,55,M,0.0,0.0,0,,0,1
SAPS-2022-015392,2022-03-26,09:16:00,9,Saturday,3,2022,KwaZulu-Natal,Durban Central,-29.69037838980861,30.73975141630535,Contact Crime,Robbery with firearm,Standard Robbery with firearm,Blunt object,6,54,M,0.0,0.0,1,3.6,1,0
SAPS-2022-015393,2022-11-04,22:10:00,22,Friday,11,2022,Eastern Cape,Gqeberha,-33.32818959107144,27.46320548342901,Contact Crime,Robbery with firearm,Standard Robbery with firearm,No weapon,5,49,M,0.0,0.0,0,,1,0
SAPS-2022-015394,2022-03-10,11:47:00,11,Thursday,3,2022,Eastern Cape,Gqeberha,-33.208135016600274,27.306886580431073,Sexual Offenses,Sexual assault,Standard Sexual assault,Other,2,47,M,65096.7,15982.99,0,,0,0
SAPS-2022-015395,2022-01-08,13:59:00,13,Saturday,1,2022,Limpopo,Polokwane,-23.732671851167094,30.637954264124872,Contact Crime,Common assault,Standard Common assault,Knife,5,63,M,31332.26,5656.94,1,21.4,1,1
SAPS-2023-015396,2023-12-11,12:30:00,12,Monday,12,2023,Gauteng,Hillbrow,-25.99798112695152,27.578594769115995,Violent Crime,Attempted murder,Standard Attempted murder,Other,7,53,F,0.0,0.0,0,,1,1
SAPS-2023-015397,2023-04-12,23:35:00,23,Wednesday,4,2023,Gauteng,Pretoria Central,-25.76639470635643,28.39207337173478,Contact Crime,Robbery with firearm,Standard Robbery with firearm,Knife,3,29,M,0.0,0.0,0,,0,0
SAPS-2024-015398,2024-08-28,18:30:00,18,Wednesday,8,2024,Gauteng,Roodepoort,-26.33698300966448,28.225590242336175,Sexual Offenses,Sexual assault,Standard Sexual assault,Other,1,57,F,0.0,0.0,0,,0,0
SAPS-2022-015399,2022-09-05,15:41:00,15,Monday,9,2022,Western Cape,Nyanga,-33.97747374046344,18.65232227195403,Violent Crime,Murder,Argument escalation,Firearm,2,37,F,0.0,0.0,0,,0,1
SAPS-2024-015400,2024-08-01,19:57:00,19,Thursday,8,2024,Gauteng,Sandton,-25.786072051814696,27.526600230463007,Sexual Offenses,Sexual assault,Standard Sexual assault,Blunt object,2,57,M,0.0,0.0,1,18.9,0,1
SAPS-2023-015401,2023-07-11,20:54:00,20,Tuesday,7,2023,Western Cape,Nyanga,-34.110639482016424,18.482616345759364,Robbery,Business robbery,Standard Business robbery,Firearm,6,32,M,85089.31,18211.21,1,6.6,1,0
SAPS-2024-015402,2024-07-19,10:40:00,10,Friday,7,2024,Gauteng,Soweto,-25.56640582808792,27.8420734567548,Sexual Offenses,Sexual assault,Standard Sexual assault,Blunt object,1,57,F,36444.94,2515.15,0,,0,0
SAPS-2022-015403,2022-08-14,17:40:00,17,Sunday,8,2022,Gauteng,Jeppe,-25.871126529719817,27.512083745514428,Robbery,House robbery,Home invasion - day,Firearm,8,63,F,0.0,0.0,1,60.5,1,0
SAPS-2023-015404,2023-08-19,21:46:00,21,Saturday,8,2023,Gauteng,Pretoria Central,-25.788873078453054,28.103068262752803,Violent Crime,Murder,Taxi violence,Knife,1,61,F,0.0,0.0,0,,0,0
SAPS-2023-015405,2023-05-03,23:15:00,23,Wednesday,5,2023,Eastern Cape,Gqeberha,-32.784605253384235,27.30932122604989,Sexual Offenses,Rape,Standard Rape,Other,1,67,F,75616.31,17071.86,1,34.6,0,0
SAPS-2024-015406,2024-06-08,20:57:00,20,Saturday,6,2024,Western Cape,Mitchells Plain,-34.1267505334411,18.35695375760484,Sexual Offenses,Sexual assault,Standard Sexual assault,Knife,2,60,M,49106.64,9267.24,1,47.5,0,0
SAPS-2023-015407,2023-06-24,06:15:00,6,Saturday,6,2023,Western Cape,Bellville,-33.70210955391593,18.293770375105776,Sexual Offenses,Rape,Standard Rape,Other,1,31,F,0.0,0.0,1,21.7,0,0
SAPS-2022-015408,2022-08-04,02:33:00,2,Thursday,8,2022,Gauteng,Jeppe,-25.779372993473974,28.225075910510903,Robbery,Carjacking,Hijacking - fake accident,Other,3,51,F,29118.07,2183.06,1,24.2,0,0
SAPS-2023-015409,2023-10-31,17:57:00,17,Tuesday,10,2023,Western Cape,Cape Town Central,-33.85850312688222,18.336464353588745,Violent Crime,Attempted murder,Standard Attempted murder,Other,3,22,F,0.0,0.0,0,,0,1
SAPS-2023-015410,2023-10-25,23:17:00,23,Wednesday,10,2023,Gauteng,Hillbrow,-26.28486593678613,28.16634106803479,Robbery,Business robbery,Standard Business robbery,Other,5,66,M,92442.18,112.94,0,,1,1
SAPS-2023-015411,2023-02-23,20:19:00,20,Thursday,2,2023,KwaZulu-Natal,Chatsworth,-29.90687490777039,31.16156333174054,Sexual Offenses,Sexual assault,Standard Sexual assault,No weapon,3,30,F,54216.45,13260.35,0,,0,0
SAPS-2023-015412,2023-03-13,21:05:00,21,Monday,3,2023,Western Cape,Cape Town Central,-33.95373585898734,18.43197732058963,Contact Crime,Robbery with firearm,Standard Robbery with firearm,Knife,2,28,F,0.0,0.0,0,,0,0
SAPS-2022-015413,2022-08-01,16:22:00,16,Monday,8,2022,Western Cape,Bellville,-34.04988382531103,18.76854615999387,Robbery,Street robbery,Standard Street robbery,Knife,3,60,F,0.0,0.0,0,,0,0
SAPS-2024-015414,2024-02-03,19:27:00,19,Saturday,2,2024,Gauteng,Soweto,-25.991906342257213,28.061251962510962,Violent Crime,Kidnapping,Kidnapping - ATM forced,Firearm,3,45,F,48004.92,9265.13,0,,0,0
SAPS-2022-015415,2022-02-03,19:16:00,19,Thursday,2,2022,Gauteng,Jeppe,-25.550743915313216,28.153877318097134,Robbery,House robbery,Home invasion - day,No weapon,3,48,F,84209.76,13189.3,0,,0,0
SAPS-2024-015416,2024-05-19,14:21:00,14,Sunday,5,2024,Western Cape,Bellville,-33.72107353612159,18.26382004431362,Robbery,Business robbery,Standard Business robbery,Knife,3,18,M,0.0,0.0,0,,0,0
SAPS-2024-015417,2024-12-03,13:56:00,13,Tuesday,12,2024,Eastern Cape,Port Elizabeth,-32.653360368227595,26.170829256046183,Property Crime,Theft out of motor vehicle,Standard Theft out of motor vehicle,Firearm,1,56,M,90186.61,12356.5,0,,0,0
SAPS-2023-015418,2023-05-11,16:23:00,16,Thursday,5,2023,Western Cape,Bellville,-33.79475623746483,18.713381974516988,Violent Crime,Attempted murder,Standard Attempted murder,Firearm,7,59,M,0.0,0.0,0,,1,0
SAPS-2023-015419,2023-07-22,08:31:00,8,Saturday,7,2023,Western Cape,Nyanga,-34.06425605692873,18.44529836990929,Robbery,Street robbery,Standard Street robbery,Other,2,67,M,41621.75,8439.88,0,,0,0
SAPS-2023-015420,2023-08-19,15:06:00,15,Saturday,8,2023,Western Cape,Cape Town Central,-33.836992822842554,18.259433378538183,Contact Crime,Robbery with firearm,Standard Robbery with firearm,Firearm,1,55,F,0.0,0.0,1,4.5,0,1
SAPS-2024-015421,2024-07-27,15:46:00,15,Saturday,7,2024,Mpumalanga,Secunda,-25.24446646566066,29.220945852109487,Contact Crime,Common assault,Standard Common assault,Knife,3,57,F,0.0,0.0,1,20.1,0,0
SAPS-2023-015422,2023-10-19,14:05:00,14,Thursday,10,2023,Gauteng,Soweto,-25.58554426773194,27.776339293296353,Robbery,Street robbery,Standard Street robbery,Other,6,28,F,0.0,0.0,0,,1,0
SAPS-2022-015423,2022-12-18,00:28:00,0,Sunday,12,2022,North West,Klerksdorp,-26.348801306265287,25.234307000152544,Sexual Offenses,Sexual assault,Standard Sexual assault,No weapon,2,47,M,43145.15,12438.42,0,,0,0
SAPS-2023-015424,2023-08-10,16:16:00,16,Thursday,8,2023,KwaZulu-Natal,Inanda,-29.86525342266876,30.903955043487105,Contact Crime,Robbery with firearm,Standard Robbery with firearm,Other,3,62,F,0.0,0.0,0,,0,1
SAPS-2024-015425,2024-12-22,23:19:00,23,Sunday,12,2024,Eastern Cape,Port Elizabeth,-33.01295112331699,25.50013499529315,Sexual Offenses,Sexual assault,Standard Sexual assault,No weapon,2,42,M,53642.43,14027.13,1,36.2,0,0
SAPS-2024-015426,2024-01-16,19:15:00,19,Tuesday,1,2024,Gauteng,Sandton,-25.61134423761953,27.50767480955888,Robbery,Business robbery,Standard Business robbery,Knife,1,59,F,88873.13,25563.83,0,,0,1
SAPS-2023-015427,2023-02-19,20:38:00,20,Sunday,2,2023,Gauteng,Sandton,-25.726315437005574,27.97057891235637,Property Crime,Theft of motor vehicle,Standard Theft of motor vehicle,Other,2,59,F,59656.82,8106.99,1,5.2,0,0
SAPS-2023-015428,2023-05-25,20:42:00,20,Thursday,5,2023,Western Cape,Khayelitsha,-33.938059987549316,18.324959287600723,Contact Crime,Common assault,Standard Common assault,Firearm,1,43,F,0.0,0.0,1,62.2,0,0
SAPS-2022-015429,2022-05-25,07:52:00,7,Wednesday,5,2022,Gauteng,Hillbrow,-25.892631649654295,28.037231909169453,Violent Crime,Attempted murder,Standard Attempted murder,Blunt object,4,33,F,31027.02,941.42,0,,1,0
SAPS-2024-015430,2024-01-16,17:09:00,17,Tuesday,1,2024,KwaZulu-Natal,Phoenix,-29.91788179668985,30.73811900134922,Sexual Offenses,Sexual assault,Standard Sexual assault,No weapon,2,44,M,91433.49,15769.78,0,,0,1
SAPS-2024-015431,2024-08-03,07:11:00,7,Saturday,8,2024,Western Cape,Cape Town Central,-34.166548185493774,18.239770143253672,Property Crime,Housebreaking,Standard Housebreaking,Other,3,35,F,55466.21,6515.82,0,,0,1
